,Matches Completed At Time,Venue,Number Of Matches Completed At Venue,Host Club,Suburb Location Of Venue,Latitude,Longitude
4248,114,Macdonald Reserve,4,Whitford,Padbury,-31.80364653,115.7583683
4249,114,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
4250,114,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
4251,114,Kingfisher Oval,2,Ballajura,Ballajura,-31.83724709,115.8942869
4252,114,City Beach Oval,8,West Coast,City Beach,-31.93729191,115.7593959
4253,114,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
4254,114,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
4255,115,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
4256,115,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
4257,115,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
4258,115,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
4259,115,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
4260,115,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
4261,115,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
4262,115,Beasley Park,2,Bull Creek Leeming,Leeming,-32.07164018,115.869231
4263,115,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
4264,115,Ray Owen Reserve,6,Kalamunda,Lesmurdie,-32.00142326,116.0441285
4265,115,Wanneroo Showgrounds,4,Wanneroo,Wanneroo,-31.7567764,115.8035971
4266,115,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
4267,115,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
4268,115,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
4269,115,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
4270,115,Hamer Park,8,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
4271,115,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
4272,115,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
4273,115,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
4274,115,Swan Athletic Sporting Club,2,Swan Athletic,Herne Hill,-31.82496253,116.019822
4275,115,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
4276,115,Carlisle Reserve,2,Carlisle,Carlisle,-31.9812595,115.928471
4277,115,Thornlie Oval,16,Thornlie,Thornlie,-32.05795567,115.9547107
4278,115,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
4279,115,Kingsley Park,4,Kingsley,Kingsley,-31.80566529,115.7894548
4280,115,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
4281,115,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
4282,115,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
4283,115,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
4284,115,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
4285,115,Macdonald Reserve,4,Whitford,Padbury,-31.80364653,115.7583683
4286,115,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
4287,115,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
4288,115,Kingfisher Oval,2,Ballajura,Ballajura,-31.83724709,115.8942869
4289,115,City Beach Oval,8,West Coast,City Beach,-31.93729191,115.7593959
4290,115,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
4291,115,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
4292,116,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
4293,116,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
4294,116,Jubilee Reserve,0,Bassendean,Eden Hill,-31.89086827,115.9413748
4295,116,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
4296,116,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
4297,116,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
4298,116,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
4299,116,Beasley Park,2,Bull Creek Leeming,Leeming,-32.07164018,115.869231
4300,116,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
4301,116,Ray Owen Reserve,6,Kalamunda,Lesmurdie,-32.00142326,116.0441285
4302,116,Wanneroo Showgrounds,4,Wanneroo,Wanneroo,-31.7567764,115.8035971
4303,116,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
4304,116,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
4305,116,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
4306,116,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
4307,116,Hamer Park,8,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
4308,116,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
4309,116,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
4310,116,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
4311,116,Swan Athletic Sporting Club,2,Swan Athletic,Herne Hill,-31.82496253,116.019822
4312,116,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
4313,116,Carlisle Reserve,3,Carlisle,Carlisle,-31.9812595,115.928471
4314,116,Thornlie Oval,16,Thornlie,Thornlie,-32.05795567,115.9547107
4315,116,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
4316,116,Kingsley Park,4,Kingsley,Kingsley,-31.80566529,115.7894548
4317,116,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
4318,116,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
4319,116,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
4320,116,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
4321,116,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
4322,116,Macdonald Reserve,4,Whitford,Padbury,-31.80364653,115.7583683
4323,116,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
4324,116,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
4325,116,Kingfisher Oval,2,Ballajura,Ballajura,-31.83724709,115.8942869
4326,116,City Beach Oval,8,West Coast,City Beach,-31.93729191,115.7593959
4327,116,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
4328,116,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
4329,117,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
4330,117,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
4331,117,Jubilee Reserve,1,Bassendean,Eden Hill,-31.89086827,115.9413748
4332,117,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
4333,117,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
4334,117,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
4335,117,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
4336,117,Beasley Park,2,Bull Creek Leeming,Leeming,-32.07164018,115.869231
4337,117,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
4338,117,Ray Owen Reserve,6,Kalamunda,Lesmurdie,-32.00142326,116.0441285
4339,117,Wanneroo Showgrounds,4,Wanneroo,Wanneroo,-31.7567764,115.8035971
4340,117,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
4341,117,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
4342,117,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
4343,117,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
4344,117,Hamer Park,8,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
4345,117,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
4346,117,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
4347,117,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
4348,117,Swan Athletic Sporting Club,2,Swan Athletic,Herne Hill,-31.82496253,116.019822
4349,117,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
4350,117,Carlisle Reserve,3,Carlisle,Carlisle,-31.9812595,115.928471
4351,117,Thornlie Oval,16,Thornlie,Thornlie,-32.05795567,115.9547107
4352,117,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
4353,117,Kingsley Park,4,Kingsley,Kingsley,-31.80566529,115.7894548
4354,117,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
4355,117,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
4356,117,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
4357,117,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
4358,117,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
4359,117,Macdonald Reserve,4,Whitford,Padbury,-31.80364653,115.7583683
4360,117,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
4361,117,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
4362,117,Kingfisher Oval,2,Ballajura,Ballajura,-31.83724709,115.8942869
4363,117,City Beach Oval,8,West Coast,City Beach,-31.93729191,115.7593959
4364,117,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
4365,117,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
4366,118,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
4367,118,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
4368,118,Jubilee Reserve,2,Bassendean,Eden Hill,-31.89086827,115.9413748
4369,118,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
4370,118,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
4371,118,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
4372,118,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
4373,118,Beasley Park,2,Bull Creek Leeming,Leeming,-32.07164018,115.869231
4374,118,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
4375,118,Ray Owen Reserve,6,Kalamunda,Lesmurdie,-32.00142326,116.0441285
4376,118,Wanneroo Showgrounds,4,Wanneroo,Wanneroo,-31.7567764,115.8035971
4377,118,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
4378,118,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
4379,118,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
4380,118,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
4381,118,Hamer Park,8,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
4382,118,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
4383,118,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
4384,118,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
4385,118,Swan Athletic Sporting Club,2,Swan Athletic,Herne Hill,-31.82496253,116.019822
4386,118,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
4387,118,Carlisle Reserve,3,Carlisle,Carlisle,-31.9812595,115.928471
4388,118,Thornlie Oval,16,Thornlie,Thornlie,-32.05795567,115.9547107
4389,118,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
4390,118,Kingsley Park,4,Kingsley,Kingsley,-31.80566529,115.7894548
4391,118,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
4392,118,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
4393,118,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
4394,118,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
4395,118,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
4396,118,Macdonald Reserve,4,Whitford,Padbury,-31.80364653,115.7583683
4397,118,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
4398,118,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
4399,118,Kingfisher Oval,2,Ballajura,Ballajura,-31.83724709,115.8942869
4400,118,City Beach Oval,8,West Coast,City Beach,-31.93729191,115.7593959
4401,118,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
4402,118,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
4403,119,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
4404,119,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
4405,119,Jubilee Reserve,2,Bassendean,Eden Hill,-31.89086827,115.9413748
4406,119,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
4407,119,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
4408,119,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
4409,119,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
4410,119,Beasley Park,2,Bull Creek Leeming,Leeming,-32.07164018,115.869231
4411,119,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
4412,119,Ray Owen Reserve,6,Kalamunda,Lesmurdie,-32.00142326,116.0441285
4413,119,Wanneroo Showgrounds,4,Wanneroo,Wanneroo,-31.7567764,115.8035971
4414,119,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
4415,119,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
4416,119,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
4417,119,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
4418,119,Hamer Park,8,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
4419,119,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
4420,119,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
4421,119,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
4422,119,Swan Athletic Sporting Club,2,Swan Athletic,Herne Hill,-31.82496253,116.019822
4423,119,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
4424,119,Carlisle Reserve,3,Carlisle,Carlisle,-31.9812595,115.928471
4425,119,Thornlie Oval,16,Thornlie,Thornlie,-32.05795567,115.9547107
4426,119,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
4427,119,Kingsley Park,4,Kingsley,Kingsley,-31.80566529,115.7894548
4428,119,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
4429,119,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
4430,119,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
4431,119,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
4432,119,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
4433,119,Macdonald Reserve,4,Whitford,Padbury,-31.80364653,115.7583683
4434,119,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
4435,119,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
4436,119,Kingfisher Oval,2,Ballajura,Ballajura,-31.83724709,115.8942869
4437,119,City Beach Oval,9,West Coast,City Beach,-31.93729191,115.7593959
4438,119,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
4439,119,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
4440,120,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
4441,120,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
4442,120,Jubilee Reserve,2,Bassendean,Eden Hill,-31.89086827,115.9413748
4443,120,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
4444,120,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
4445,120,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
4446,120,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
4447,120,Beasley Park,2,Bull Creek Leeming,Leeming,-32.07164018,115.869231
4448,120,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
4449,120,Ray Owen Reserve,6,Kalamunda,Lesmurdie,-32.00142326,116.0441285
4450,120,Wanneroo Showgrounds,4,Wanneroo,Wanneroo,-31.7567764,115.8035971
4451,120,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
4452,120,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
4453,120,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
4454,120,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
4455,120,Hamer Park,8,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
4456,120,UWA Sports Park,2,University,Mt Claremont,-31.95191389,115.7862036
4457,120,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
4458,120,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
4459,120,Swan Athletic Sporting Club,2,Swan Athletic,Herne Hill,-31.82496253,116.019822
4460,120,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
4461,120,Carlisle Reserve,3,Carlisle,Carlisle,-31.9812595,115.928471
4462,120,Thornlie Oval,16,Thornlie,Thornlie,-32.05795567,115.9547107
4463,120,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
4464,120,Kingsley Park,4,Kingsley,Kingsley,-31.80566529,115.7894548
4465,120,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
4466,120,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
4467,120,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
4468,120,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
4469,120,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
4470,120,Macdonald Reserve,4,Whitford,Padbury,-31.80364653,115.7583683
4471,120,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
4472,120,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
4473,120,Kingfisher Oval,2,Ballajura,Ballajura,-31.83724709,115.8942869
4474,120,City Beach Oval,10,West Coast,City Beach,-31.93729191,115.7593959
4475,120,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
4476,120,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
4477,121,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
4478,121,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
4479,121,Jubilee Reserve,2,Bassendean,Eden Hill,-31.89086827,115.9413748
4480,121,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
4481,121,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
4482,121,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
4483,121,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
4484,121,Beasley Park,2,Bull Creek Leeming,Leeming,-32.07164018,115.869231
4485,121,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
4486,121,Ray Owen Reserve,6,Kalamunda,Lesmurdie,-32.00142326,116.0441285
4487,121,Wanneroo Showgrounds,4,Wanneroo,Wanneroo,-31.7567764,115.8035971
4488,121,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
4489,121,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
4490,121,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
4491,121,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
4492,121,Hamer Park,8,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
4493,121,UWA Sports Park,3,University,Mt Claremont,-31.95191389,115.7862036
4494,121,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
4495,121,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
4496,121,Swan Athletic Sporting Club,2,Swan Athletic,Herne Hill,-31.82496253,116.019822
4497,121,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
4498,121,Carlisle Reserve,3,Carlisle,Carlisle,-31.9812595,115.928471
4499,121,Thornlie Oval,16,Thornlie,Thornlie,-32.05795567,115.9547107
4500,121,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
4501,121,Kingsley Park,4,Kingsley,Kingsley,-31.80566529,115.7894548
4502,121,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
4503,121,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
4504,121,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
4505,121,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
4506,121,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
4507,121,Macdonald Reserve,4,Whitford,Padbury,-31.80364653,115.7583683
4508,121,Gil Fraser Oval,10,North Fremantle,North Fremantle,-32.03507899,115.7587643
4509,121,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
4510,121,Kingfisher Oval,2,Ballajura,Ballajura,-31.83724709,115.8942869
4511,121,City Beach Oval,10,West Coast,City Beach,-31.93729191,115.7593959
4512,121,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
4513,121,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
4514,122,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
4515,122,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
4516,122,Jubilee Reserve,2,Bassendean,Eden Hill,-31.89086827,115.9413748
4517,122,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
4518,122,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
4519,122,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
4520,122,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
4521,122,Beasley Park,2,Bull Creek Leeming,Leeming,-32.07164018,115.869231
4522,122,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
4523,122,Ray Owen Reserve,6,Kalamunda,Lesmurdie,-32.00142326,116.0441285
4524,122,Wanneroo Showgrounds,4,Wanneroo,Wanneroo,-31.7567764,115.8035971
4525,122,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
4526,122,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
4527,122,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
4528,122,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
4529,122,Hamer Park,8,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
4530,122,UWA Sports Park,3,University,Mt Claremont,-31.95191389,115.7862036
4531,122,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
4532,122,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
4533,122,Swan Athletic Sporting Club,2,Swan Athletic,Herne Hill,-31.82496253,116.019822
4534,122,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
4535,122,Carlisle Reserve,3,Carlisle,Carlisle,-31.9812595,115.928471
4536,122,Thornlie Oval,16,Thornlie,Thornlie,-32.05795567,115.9547107
4537,122,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
4538,122,Kingsley Park,4,Kingsley,Kingsley,-31.80566529,115.7894548
4539,122,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
4540,122,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
4541,122,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
4542,122,Cross Park,3,Roleystone,Roleystone,-32.11140919,116.0689755
4543,122,Warnbro Sporting Complex,1,Warnbro,Warnbro,-32.3296163,115.7519065
4544,122,Macdonald Reserve,4,Whitford,Padbury,-31.80364653,115.7583683
4545,122,Gil Fraser Oval,11,North Fremantle,North Fremantle,-32.03507899,115.7587643
4546,122,Morris Buzzacott Reserve,0,CBC Fremantle,Kardinya,-32.06242979,115.8257632
4547,122,Kingfisher Oval,2,Ballajura,Ballajura,-31.83724709,115.8942869
4548,122,City Beach Oval,10,West Coast,City Beach,-31.93729191,115.7593959
4549,122,Melville Reserve,2,Melville,Melville,-32.03535809,115.7946502
4550,122,Lightning Park,1,Noranda,Noranda,-31.86847639,115.9155357
4551,123,Dalkeith Oval,4,Collegians,Dalkeith,-32.00128593,115.7951273
4552,123,Heathridge Oval,1,Ocean Ridge,Heathridge,-31.76805127,115.7579837
4553,123,Jubilee Reserve,2,Bassendean,Eden Hill,-31.89086827,115.9413748
4554,123,Inglewood Oval,0,Mount Lawley,Mount Lawley,-31.92027662,115.8743075
4555,123,Pat Goodridge Reserve,0,Wembley,Jolimont,-31.94531942,115.805888
4556,123,Forster Park,2,Belmont Districts,Cloverdale,-31.96841277,115.945332
4557,123,South Oval,2,Curtin University Wesley,Bentley,-32.00884642,115.8900356
4558,123,Beasley Park,2,Bull Creek Leeming,Leeming,-32.07164018,115.869231
4559,123,John Dunn Memorial Oval,5,Kelmscott,Kelmscott,-32.12518622,116.0068897
4560,123,Ray Owen Reserve,6,Kalamunda,Lesmurdie,-32.00142326,116.0441285
4561,123,Wanneroo Showgrounds,4,Wanneroo,Wanneroo,-31.7567764,115.8035971
4562,123,Kingsway Reserve,1,Kingsway,Madeley,-31.81807322,115.8343469
4563,123,Wyong Reserve,1,Canning South Perth,Bentley,-32.01013345,115.9138305
4564,123,Clifton Park Oval,2,Canning Vale,Canning Vale,-32.09450205,115.9051224
4565,123,Anning Park,0,Cockburn Lakes,South Lake,-32.11774694,115.8436156
4566,123,Hamer Park,8,Mount Lawley,Mount Lawley,-31.9220057,115.8723783
4567,123,UWA Sports Park,3,University,Mt Claremont,-31.95191389,115.7862036
4568,123,Burrendah Park,2,Willetton,Willetton,-32.05411786,115.8821643
4569,123,Atwell Reserve,2,Jandakot,Atwell,-32.14134361,115.8633754
4570,123,Swan Athletic Sporting Club,2,Swan Athletic,Herne Hill,-31.82496253,116.019822
4571,123,Bill Grayden Reserve,2,Trinity Aquinas,Como,-31.99731409,115.875948
4572,123,Carlisle Reserve,3,Carlisle,Carlisle,-31.9812595,115.928471
4573,123,Thornlie Oval,16,Thornlie,Thornlie,-32.05795567,115.9547107
4574,123,Ridgewood Park,2,Quinns District,Ridgewood,-31.66951794,115.724327
4575,123,Kingsley Park,4,Kingsley,Kingsley,-31.80566529,115.7894548
4576,123,Harmony Fields,8,Maddington,Maddington,-32.05483991,116.0116379
4577,123,East Fremantle Oval,0,None (GF Venue),East Fremantle,-32.04584182,115.7685657
4578,123,Gosnells Oval,4,Gosnells,Gosnells,-32.07163251,115.9963124
